Title,Description,RDataPath,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass
Tonsil Atlas RNA preB PCA,PCA representation for the Tonsil Cell Atlas preB scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preB_RNA_pca.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA preB HARMONY,HARMONY representation for the Tonsil Cell Atlas preB scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preB_RNA_harmony.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA preB UMAP,UMAP representation for the Tonsil Cell Atlas preB scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preB_RNA_umap.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA preT colData,Cell metadata for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_coldata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA preT counts,Count matrix for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_counts.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA preT processed counts,Processed count matrix for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_processed.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA preT rowData,Gene annotation for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_rowdata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA preT PCA,PCA representation for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_pca.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA preT HARMONY,HARMONY representation for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_harmony.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA preT UMAP,UMAP representation for the Tonsil Cell Atlas preT scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/preT_RNA_umap.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA Th colData,Cell metadata for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_coldata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA Th counts,Count matrix for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_counts.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA Th processed counts,Processed count matrix for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_processed.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA Th rowData,Gene annotation for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_rowdata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA Th PCA,PCA representation for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_pca.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA Th HARMONY,HARMONY representation for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_harmony.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA Th UMAP,UMAP representation for the Tonsil Cell Atlas Th scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/Th_RNA_umap.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA All colData,Cell metadata for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_coldata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA All counts,Count matrix for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_counts.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA All processed counts,Processed count matrix for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_processed.h5,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,H5File,H5File
Tonsil Atlas RNA All rowData,Gene annotation for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_rowdata.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,DFrame,Rds
Tonsil Atlas RNA All PCA,PCA representation for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_pca.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA All HARMONY,HARMONY representation for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_harmony.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
Tonsil Atlas RNA All UMAP,UMAP representation for the Tonsil Cell Atlas All scRNA-seq/Multiome dataset,HCATonsilData/1.0/RNA/All_RNA_umap.rds,3.15,GRCh38,HDF5,https://zenodo.org/record/6340174,1.0,Homo sapiens,9606,NA,BCLL@las,Ramon Massoni-Badosa <ramonmassoni@gmail.com>,matrix,Rds
